timestamp [ms], dc [count], rotations [count], degree [°], dc diff [count], w[°/s], w [rad/s]
60093, 1582, 24, 8898.750, 65, 36562.500, 63.813
60193, 1647, 25, 9264.375, 65, 36562.500, 63.813
60293, 1713, 26, 9635.625, 66, 37125.000, 64.795
60393, 1780, 27, 10012.500, 67, 37687.500, 65.777
60493, 1848, 28, 10395.000, 68, 38250.000, 66.758
60593, 1915, 29, 10771.875, 67, 37687.500, 65.777
60693, 1983, 30, 11154.375, 68, 38250.000, 66.758
60793, 2051, 32, 11536.875, 68, 38250.000, 66.758
60893, 2120, 33, 11925.000, 69, 38812.500, 67.740
60993, 2189, 34, 12313.125, 69, 38812.500, 67.740
61093, 2259, 35, 12706.875, 70, 39375.000, 68.722
61193, 2329, 36, 13100.625, 70, 39375.000, 68.722
61293, 2400, 37, 13500.000, 71, 39937.500, 69.704
61393, 2471, 38, 13899.375, 71, 39937.500, 69.704
61493, 2542, 39, 14298.750, 71, 39937.500, 69.704
61593, 2614, 40, 14703.750, 72, 40500.000, 70.685
61693, 2686, 41, 15108.750, 72, 40500.000, 70.685
61793, 2759, 43, 15519.375, 73, 41062.500, 71.667
61893, 2831, 44, 15924.375, 72, 40500.000, 70.685
61993, 2904, 45, 16335.000, 73, 41062.500, 71.667
62093, 2978, 46, 16751.250, 74, 41625.000, 72.649
62193, 3052, 47, 17167.500, 74, 41625.000, 72.649
62293, 3126, 48, 17583.750, 74, 41625.000, 72.649
62393, 3201, 50, 18005.625, 75, 42187.500, 73.631
62493, 3276, 51, 18427.500, 75, 42187.500, 73.631
62593, 3351, 52, 18849.375, 75, 42187.500, 73.631
62693, 3427, 53, 19276.875, 76, 42750.000, 74.612
62793, 3503, 54, 19704.375, 76, 42750.000, 74.612
62893, 3579, 55, 20131.875, 76, 42750.000, 74.612
62993, 3656, 57, 20565.000, 77, 43312.500, 75.594
63093, 3732, 58, 20992.500, 76, 42750.000, 74.612
63193, 3809, 59, 21425.625, 77, 43312.500, 75.594
63293, 3887, 60, 21864.375, 78, 43875.000, 76.576
63393, 3964, 61, 22297.500, 77, 43312.500, 75.594
63493, 4042, 63, 22736.250, 78, 43875.000, 76.576
63593, 4120, 64, 23175.000, 78, 43875.000, 76.576
63693, 4199, 65, 23619.375, 79, 44437.500, 77.558
63793, 4277, 66, 24058.125, 78, 43875.000, 76.576
63893, 4356, 68, 24502.500, 79, 44437.500, 77.558
63993, 4435, 69, 24946.875, 79, 44437.500, 77.558
64093, 4514, 70, 25391.250, 79, 44437.500, 77.558
64193, 4593, 71, 25835.625, 79, 44437.500, 77.558
64293, 4672, 73, 26280.000, 79, 44437.500, 77.558
64393, 4752, 74, 26730.000, 80, 45000.000, 78.539
64493, 4832, 75, 27180.000, 80, 45000.000, 78.539
64593, 4912, 76, 27630.000, 80, 45000.000, 78.539
64693, 4992, 78, 28080.000, 80, 45000.000, 78.539
64793, 5073, 79, 28535.625, 81, 45562.500, 79.521
64893, 5153, 80, 28985.625, 80, 45000.000, 78.539
64993, 5234, 81, 29441.250, 81, 45562.500, 79.521
65093, 5315, 83, 29896.875, 81, 45562.500, 79.521
65193, 5395, 84, 30346.875, 80, 45000.000, 78.539
65293, 5476, 85, 30802.500, 81, 45562.500, 79.521
65393, 5557, 86, 31258.125, 81, 45562.500, 79.521
65493, 5638, 88, 31713.750, 81, 45562.500, 79.521
65593, 5719, 89, 32169.375, 81, 45562.500, 79.521
65693, 5800, 90, 32625.000, 81, 45562.500, 79.521
65793, 5881, 91, 33080.625, 81, 45562.500, 79.521
65893, 5963, 93, 33541.875, 82, 46125.000, 80.503
65993, 6044, 94, 33997.500, 81, 45562.500, 79.521
66093, 6125, 95, 34453.125, 81, 45562.500, 79.521
66193, 6207, 96, 34914.375, 82, 46125.000, 80.503
66293, 6289, 98, 35375.625, 82, 46125.000, 80.503
66393, 6371, 99, 35836.875, 82, 46125.000, 80.503
66493, 6452, 100, 36292.500, 81, 45562.500, 79.521
66593, 6534, 102, 36753.750, 82, 46125.000, 80.503
66693, 6616, 103, 37215.000, 82, 46125.000, 80.503
66793, 6698, 104, 37676.250, 82, 46125.000, 80.503
66893, 6780, 105, 38137.500, 82, 46125.000, 80.503
66993, 6862, 107, 38598.750, 82, 46125.000, 80.503
67093, 6944, 108, 39060.000, 82, 46125.000, 80.503
67193, 7027, 109, 39526.875, 83, 46687.500, 81.485
67293, 7109, 111, 39988.125, 82, 46125.000, 80.503
67393, 7191, 112, 40449.375, 82, 46125.000, 80.503
67493, 7273, 113, 40910.625, 82, 46125.000, 80.503
67593, 7356, 114, 41377.500, 83, 46687.500, 81.485
67693, 7438, 116, 41838.750, 82, 46125.000, 80.503
67793, 7521, 117, 42305.625, 83, 46687.500, 81.485
67893, 7604, 118, 42772.500, 83, 46687.500, 81.485
67993, 7686, 120, 43233.750, 82, 46125.000, 80.503
68093, 7769, 121, 43700.625, 83, 46687.500, 81.485
68193, 7852, 122, 44167.500, 83, 46687.500, 81.485
68293, 7934, 123, 44628.750, 82, 46125.000, 80.503
68393, 8017, 125, 45095.625, 83, 46687.500, 81.485
68493, 8099, 126, 45556.875, 82, 46125.000, 80.503
68593, 8182, 127, 46023.750, 83, 46687.500, 81.485
68693, 8265, 129, 46490.625, 83, 46687.500, 81.485
68793, 8348, 130, 46957.500, 83, 46687.500, 81.485
68893, 8431, 131, 47424.375, 83, 46687.500, 81.485
68993, 8514, 133, 47891.250, 83, 46687.500, 81.485
69093, 8597, 134, 48358.125, 83, 46687.500, 81.485
69193, 8680, 135, 48825.000, 83, 46687.500, 81.485
69293, 8763, 136, 49291.875, 83, 46687.500, 81.485
69393, 8846, 138, 49758.750, 83, 46687.500, 81.485
69493, 8929, 139, 50225.625, 83, 46687.500, 81.485
69593, 9013, 140, 50698.125, 84, 47250.000, 82.466
69693, 9096, 142, 51165.000, 83, 46687.500, 81.485
69793, 9180, 143, 51637.500, 84, 47250.000, 82.466
69893, 9263, 144, 52104.375, 83, 46687.500, 81.485
69993, 9347, 146, 52576.875, 84, 47250.000, 82.466
70093, 9430, 147, 53043.750, 83, 46687.500, 81.485
70193, 9513, 148, 53510.625, 83, 46687.500, 81.485
70293, 9597, 149, 53983.125, 84, 47250.000, 82.466
70393, 9681, 151, 54455.625, 84, 47250.000, 82.466
70493, 9764, 152, 54922.500, 83, 46687.500, 81.485
70593, 9848, 153, 55395.000, 84, 47250.000, 82.466
70693, 9932, 155, 55867.500, 84, 47250.000, 82.466
70793, 10016, 156, 56340.000, 84, 47250.000, 82.466
70893, 10100, 157, 56812.500, 84, 47250.000, 82.466
70993, 10184, 159, 57285.000, 84, 47250.000, 82.466
71093, 10268, 160, 57757.500, 84, 47250.000, 82.466
71193, 10352, 161, 58230.000, 84, 47250.000, 82.466
71293, 10436, 163, 58702.500, 84, 47250.000, 82.466
71393, 10520, 164, 59175.000, 84, 47250.000, 82.466
71493, 10604, 165, 59647.500, 84, 47250.000, 82.466
71593, 10688, 167, 60120.000, 84, 47250.000, 82.466
71693, 10772, 168, 60592.500, 84, 47250.000, 82.466
71793, 10856, 169, 61065.000, 84, 47250.000, 82.466
71893, 10940, 170, 61537.500, 84, 47250.000, 82.466
71993, 11024, 172, 62010.000, 84, 47250.000, 82.466
72093, 11108, 173, 62482.500, 84, 47250.000, 82.466
72193, 11192, 174, 62955.000, 84, 47250.000, 82.466
72293, 11276, 176, 63427.500, 84, 47250.000, 82.466
72393, 11361, 177, 63905.625, 85, 47812.500, 83.448
72493, 11445, 178, 64378.125, 84, 47250.000, 82.466
72593, 11529, 180, 64850.625, 84, 47250.000, 82.466
72693, 11613, 181, 65323.125, 84, 47250.000, 82.466
72793, 11698, 182, 65801.250, 85, 47812.500, 83.448
72893, 11782, 184, 66273.750, 84, 47250.000, 82.466
72993, 11867, 185, 66751.875, 85, 47812.500, 83.448
73093, 11951, 186, 67224.375, 84, 47250.000, 82.466
73193, 12035, 188, 67696.875, 84, 47250.000, 82.466
73293, 12120, 189, 68175.000, 85, 47812.500, 83.448
73393, 12204, 190, 68647.500, 84, 47250.000, 82.466
73493, 12289, 192, 69125.625, 85, 47812.500, 83.448
73593, 12373, 193, 69598.125, 84, 47250.000, 82.466
73693, 12457, 194, 70070.625, 84, 47250.000, 82.466
73793, 12542, 195, 70548.750, 85, 47812.500, 83.448
73893, 12627, 197, 71026.875, 85, 47812.500, 83.448
73993, 12711, 198, 71499.375, 84, 47250.000, 82.466
74093, 12796, 199, 71977.500, 85, 47812.500, 83.448
74193, 12880, 201, 72450.000, 84, 47250.000, 82.466
74293, 12964, 202, 72922.500, 84, 47250.000, 82.466
74393, 13049, 203, 73400.625, 85, 47812.500, 83.448
74493, 13134, 205, 73878.750, 85, 47812.500, 83.448
74593, 13219, 206, 74356.875, 85, 47812.500, 83.448
74693, 13303, 207, 74829.375, 84, 47250.000, 82.466
74793, 13388, 209, 75307.500, 85, 47812.500, 83.448
74893, 13473, 210, 75785.625, 85, 47812.500, 83.448
74993, 13557, 211, 76258.125, 84, 47250.000, 82.466
75093, 13642, 213, 76736.250, 85, 47812.500, 83.448
75193, 13723, 214, 77191.875, 81, 45562.500, 79.521
75293, 13795, 215, 77596.875, 72, 40500.000, 70.685
75393, 13859, 216, 77956.875, 64, 36000.000, 62.831
75493, 13916, 217, 78277.500, 57, 32062.500, 55.959
75593, 13965, 218, 78553.125, 49, 27562.500, 48.105
75693, 14007, 218, 78789.375, 42, 23625.000, 41.233
75793, 14043, 219, 78991.875, 36, 20250.000, 35.342
75893, 14071, 219, 79149.375, 28, 15750.000, 27.488
75993, 14093, 220, 79273.125, 22, 12375.000, 21.598
76093, 14109, 220, 79363.125, 16, 9000.000, 15.707
76193, 14119, 220, 79419.375, 10, 5625.000, 9.817
76293, 14123, 220, 79441.875, 4, 2250.000, 3.926
76393, 14121, 220, 79430.625, -2, -1125.000, -1.963
76493, 14116, 220, 79402.500, -5, -2812.500, -4.908
76593, 14108, 220, 79357.500, -8, -4500.000, -7.853
76693, 14097, 220, 79295.625, -11, -6187.500, -10.799
76793, 14084, 220, 79222.500, -13, -7312.500, -12.762
76893, 14069, 219, 79138.125, -15, -8437.500, -14.726
76993, 14051, 219, 79036.875, -18, -10125.000, -17.671
77093, 14032, 219, 78930.000, -19, -10687.500, -18.653
77193, 14009, 218, 78800.625, -23, -12937.500, -22.580
77293, 13985, 218, 78665.625, -24, -13500.000, -23.561
77393, 13959, 218, 78519.375, -26, -14625.000, -25.525
77493, 13931, 217, 78361.875, -28, -15750.000, -27.488
77593, 13901, 217, 78193.125, -30, -16875.000, -29.452
77693, 13869, 216, 78013.125, -32, -18000.000, -31.415
77793, 13835, 216, 77821.875, -34, -19125.000, -33.379
77893, 13799, 215, 77619.375, -36, -20250.000, -35.342
77993, 13763, 215, 77416.875, -36, -20250.000, -35.342
78093, 13724, 214, 77197.500, -39, -21937.500, -38.288
78193, 13684, 213, 76972.500, -40, -22500.000, -39.269
78293, 13642, 213, 76736.250, -42, -23625.000, -41.233
78393, 13599, 212, 76494.375, -43, -24187.500, -42.215
78493, 13554, 211, 76241.250, -45, -25312.500, -44.178
78593, 13508, 211, 75982.500, -46, -25875.000, -45.160
78693, 13461, 210, 75718.125, -47, -26437.500, -46.142
78793, 13413, 209, 75448.125, -48, -27000.000, -47.123
78893, 13363, 208, 75166.875, -50, -28125.000, -49.087
78993, 13312, 208, 74880.000, -51, -28687.500, -50.069
79093, 13260, 207, 74587.500, -52, -29250.000, -51.050
79193, 13208, 206, 74295.000, -52, -29250.000, -51.050
79293, 13153, 205, 73985.625, -55, -30937.500, -53.996
79393, 13098, 204, 73676.250, -55, -30937.500, -53.996
79493, 13042, 203, 73361.250, -56, -31500.000, -54.977
79593, 12985, 202, 73040.625, -57, -32062.500, -55.959
79693, 12927, 201, 72714.375, -58, -32625.000, -56.941
79793, 12868, 201, 72382.500, -59, -33187.500, -57.923
79893, 12808, 200, 72045.000, -60, -33750.000, -58.904
79993, 12747, 199, 71701.875, -61, -34312.500, -59.886
80093, 12686, 198, 71358.750, -61, -34312.500, -59.886
80193, 12624, 197, 71010.000, -62, -34875.000, -60.868
80293, 12561, 196, 70655.625, -63, -35437.500, -61.850
80393, 12497, 195, 70295.625, -64, -36000.000, -62.831
80493, 12432, 194, 69930.000, -65, -36562.500, -63.813
80593, 12367, 193, 69564.375, -65, -36562.500, -63.813
80693, 12301, 192, 69193.125, -66, -37125.000, -64.795
80793, 12235, 191, 68821.875, -66, -37125.000, -64.795
80893, 12168, 190, 68445.000, -67, -37687.500, -65.777
80993, 12100, 189, 68062.500, -68, -38250.000, -66.758
81093, 12031, 187, 67674.375, -69, -38812.500, -67.740
81193, 11963, 186, 67291.875, -68, -38250.000, -66.758
81293, 11893, 185, 66898.125, -70, -39375.000, -68.722
81393, 11823, 184, 66504.375, -70, -39375.000, -68.722
81493, 11752, 183, 66105.000, -71, -39937.500, -69.704
81593, 11681, 182, 65705.625, -71, -39937.500, -69.704
81693, 11610, 181, 65306.250, -71, -39937.500, -69.704
81793, 11537, 180, 64895.625, -73, -41062.500, -71.667
81893, 11465, 179, 64490.625, -72, -40500.000, -70.685
81993, 11392, 178, 64080.000, -73, -41062.500, -71.667
82093, 11319, 176, 63669.375, -73, -41062.500, -71.667
82193, 11245, 175, 63253.125, -74, -41625.000, -72.649
82293, 11171, 174, 62836.875, -74, -41625.000, -72.649
82393, 11096, 173, 62415.000, -75, -42187.500, -73.631
82493, 11022, 172, 61998.750, -74, -41625.000, -72.649
82593, 10947, 171, 61576.875, -75, -42187.500, -73.631
82693, 10871, 169, 61149.375, -76, -42750.000, -74.612
82793, 10795, 168, 60721.875, -76, -42750.000, -74.612
82893, 10718, 167, 60288.750, -77, -43312.500, -75.594
82993, 10642, 166, 59861.250, -76, -42750.000, -74.612
83093, 10565, 165, 59428.125, -77, -43312.500, -75.594
83193, 10488, 163, 58995.000, -77, -43312.500, -75.594
83293, 10410, 162, 58556.250, -78, -43875.000, -76.576
83393, 10332, 161, 58117.500, -78, -43875.000, -76.576
83493, 10255, 160, 57684.375, -77, -43312.500, -75.594
83593, 10176, 159, 57240.000, -79, -44437.500, -77.558
83693, 10097, 157, 56795.625, -79, -44437.500, -77.558
83793, 10018, 156, 56351.250, -79, -44437.500, -77.558
83893, 9939, 155, 55906.875, -79, -44437.500, -77.558
83993, 9860, 154, 55462.500, -79, -44437.500, -77.558
84093, 9780, 152, 55012.500, -80, -45000.000, -78.539
84193, 9700, 151, 54562.500, -80, -45000.000, -78.539
84293, 9620, 150, 54112.500, -80, -45000.000, -78.539
84393, 9540, 149, 53662.500, -80, -45000.000, -78.539
84493, 9460, 147, 53212.500, -80, -45000.000, -78.539
84593, 9379, 146, 52756.875, -81, -45562.500, -79.521
84693, 9298, 145, 52301.250, -81, -45562.500, -79.521
84793, 9217, 144, 51845.625, -81, -45562.500, -79.521
84893, 9136, 142, 51390.000, -81, -45562.500, -79.521
84993, 9055, 141, 50934.375, -81, -45562.500, -79.521
85093, 8973, 140, 50473.125, -82, -46125.000, -80.503
85193, 8892, 138, 50017.500, -81, -45562.500, -79.521
85293, 8811, 137, 49561.875, -81, -45562.500, -79.521
85393, 8729, 136, 49100.625, -82, -46125.000, -80.503
85493, 8647, 135, 48639.375, -82, -46125.000, -80.503
85593, 8565, 133, 48178.125, -82, -46125.000, -80.503
85693, 8483, 132, 47716.875, -82, -46125.000, -80.503
85793, 8401, 131, 47255.625, -82, -46125.000, -80.503
85893, 8319, 129, 46794.375, -82, -46125.000, -80.503
85993, 8236, 128, 46327.500, -83, -46687.500, -81.485
86093, 8153, 127, 45860.625, -83, -46687.500, -81.485
86193, 8071, 126, 45399.375, -82, -46125.000, -80.503
86293, 7988, 124, 44932.500, -83, -46687.500, -81.485
86393, 7905, 123, 44465.625, -83, -46687.500, -81.485
86493, 7823, 122, 44004.375, -82, -46125.000, -80.503
86593, 7740, 120, 43537.500, -83, -46687.500, -81.485
86693, 7656, 119, 43065.000, -84, -47250.000, -82.466
86793, 7573, 118, 42598.125, -83, -46687.500, -81.485
86893, 7490, 117, 42131.250, -83, -46687.500, -81.485
86993, 7406, 115, 41658.750, -84, -47250.000, -82.466
87093, 7323, 114, 41191.875, -83, -46687.500, -81.485
87193, 7240, 113, 40725.000, -83, -46687.500, -81.485
87293, 7156, 111, 40252.500, -84, -47250.000, -82.466
87393, 7072, 110, 39780.000, -84, -47250.000, -82.466
87493, 6988, 109, 39307.500, -84, -47250.000, -82.466
87593, 6905, 107, 38840.625, -83, -46687.500, -81.485
87693, 6821, 106, 38368.125, -84, -47250.000, -82.466
87793, 6737, 105, 37895.625, -84, -47250.000, -82.466
87893, 6653, 103, 37423.125, -84, -47250.000, -82.466
87993, 6568, 102, 36945.000, -85, -47812.500, -83.448
88093, 6484, 101, 36472.500, -84, -47250.000, -82.466
88193, 6400, 100, 36000.000, -84, -47250.000, -82.466
88293, 6316, 98, 35527.500, -84, -47250.000, -82.466
88393, 6231, 97, 35049.375, -85, -47812.500, -83.448
88493, 6147, 96, 34576.875, -84, -47250.000, -82.466
88593, 6062, 94, 34098.750, -85, -47812.500, -83.448
88693, 5978, 93, 33626.250, -84, -47250.000, -82.466
88793, 5893, 92, 33148.125, -85, -47812.500, -83.448
88893, 5808, 90, 32670.000, -85, -47812.500, -83.448
88993, 5724, 89, 32197.500, -84, -47250.000, -82.466
89093, 5639, 88, 31719.375, -85, -47812.500, -83.448
89193, 5554, 86, 31241.250, -85, -47812.500, -83.448
89293, 5469, 85, 30763.125, -85, -47812.500, -83.448
89393, 5384, 84, 30285.000, -85, -47812.500, -83.448
89493, 5298, 82, 29801.250, -86, -48375.000, -84.430
89593, 5213, 81, 29323.125, -85, -47812.500, -83.448
89693, 5128, 80, 28845.000, -85, -47812.500, -83.448
89793, 5043, 78, 28366.875, -85, -47812.500, -83.448
89893, 4957, 77, 27883.125, -86, -48375.000, -84.430
89993, 4872, 76, 27405.000, -85, -47812.500, -83.448
90093, 4788, 74, 26932.500, -84, -47250.000, -82.466
90193, 4703, 73, 26454.375, -85, -47812.500, -83.448
90293, 4618, 72, 25976.250, -85, -47812.500, -83.448
90393, 4533, 70, 25498.125, -85, -47812.500, -83.448
90493, 4449, 69, 25025.625, -84, -47250.000, -82.466
90593, 4364, 68, 24547.500, -85, -47812.500, -83.448
90693, 4280, 66, 24075.000, -84, -47250.000, -82.466
90793, 4195, 65, 23596.875, -85, -47812.500, -83.448
90893, 4111, 64, 23124.375, -84, -47250.000, -82.466
90993, 4026, 62, 22646.250, -85, -47812.500, -83.448
91093, 3942, 61, 22173.750, -84, -47250.000, -82.466
91193, 3858, 60, 21701.250, -84, -47250.000, -82.466
91293, 3773, 58, 21223.125, -85, -47812.500, -83.448
91393, 3689, 57, 20750.625, -84, -47250.000, -82.466
91493, 3605, 56, 20278.125, -84, -47250.000, -82.466
91593, 3521, 55, 19805.625, -84, -47250.000, -82.466
91693, 3436, 53, 19327.500, -85, -47812.500, -83.448
91793, 3352, 52, 18855.000, -84, -47250.000, -82.466
91893, 3268, 51, 18382.500, -84, -47250.000, -82.466
91993, 3183, 49, 17904.375, -85, -47812.500, -83.448
92093, 3098, 48, 17426.250, -85, -47812.500, -83.448
92193, 3014, 47, 16953.750, -84, -47250.000, -82.466
92293, 2929, 45, 16475.625, -85, -47812.500, -83.448
92393, 2844, 44, 15997.500, -85, -47812.500, -83.448
92493, 2759, 43, 15519.375, -85, -47812.500, -83.448
92593, 2675, 41, 15046.875, -84, -47250.000, -82.466
92693, 2589, 40, 14563.125, -86, -48375.000, -84.430
92793, 2505, 39, 14090.625, -84, -47250.000, -82.466
92893, 2420, 37, 13612.500, -85, -47812.500, -83.448
92993, 2335, 36, 13134.375, -85, -47812.500, -83.448
93093, 2249, 35, 12650.625, -86, -48375.000, -84.430
93193, 2164, 33, 12172.500, -85, -47812.500, -83.448
93293, 2079, 32, 11694.375, -85, -47812.500, -83.448
93393, 1994, 31, 11216.250, -85, -47812.500, -83.448
93493, 1908, 29, 10732.500, -86, -48375.000, -84.430
93593, 1823, 28, 10254.375, -85, -47812.500, -83.448
93693, 1738, 27, 9776.250, -85, -47812.500, -83.448
93793, 1652, 25, 9292.500, -86, -48375.000, -84.430
93893, 1567, 24, 8814.375, -85, -47812.500, -83.448
93993, 1481, 23, 8330.625, -86, -48375.000, -84.430
94093, 1396, 21, 7852.500, -85, -47812.500, -83.448
94193, 1310, 20, 7368.750, -86, -48375.000, -84.430
94293, 1224, 19, 6885.000, -86, -48375.000, -84.430
94393, 1139, 17, 6406.875, -85, -47812.500, -83.448
94493, 1053, 16, 5923.125, -86, -48375.000, -84.430
94593, 967, 15, 5439.375, -86, -48375.000, -84.430
94693, 881, 13, 4955.625, -86, -48375.000, -84.430
94793, 795, 12, 4471.875, -86, -48375.000, -84.430
94893, 709, 11, 3988.125, -86, -48375.000, -84.430
94993, 623, 9, 3504.375, -86, -48375.000, -84.430
95093, 537, 8, 3020.625, -86, -48375.000, -84.430
95193, 453, 7, 2548.125, -84, -47250.000, -82.466
95293, 374, 5, 2103.750, -79, -44437.500, -77.558
95393, 299, 4, 1681.875, -75, -42187.500, -73.631
95493, 228, 3, 1282.500, -71, -39937.500, -69.704
95593, 162, 2, 911.250, -66, -37125.000, -64.795
95693, 99, 1, 556.875, -63, -35437.500, -61.850
95793, 40, 0, 225.000, -59, -33187.500, -57.923
95893, -15, 0, -84.375, -55, -30937.500, -53.996
95993, -67, -1, -376.875, -52, -29250.000, -51.050
96093, -115, -1, -646.875, -48, -27000.000, -47.123
96193, -161, -2, -905.625, -46, -25875.000, -45.160
96293, -203, -3, -1141.875, -42, -23625.000, -41.233
96393, -243, -3, -1366.875, -40, -22500.000, -39.269
96493, -279, -4, -1569.375, -36, -20250.000, -35.342
96593, -313, -4, -1760.625, -34, -19125.000, -33.379
96693, -344, -5, -1935.000, -31, -17437.500, -30.434
96793, -373, -5, -2098.125, -29, -16312.500, -28.470
96893, -400, -6, -2250.000, -27, -15187.500, -26.507
96993, -424, -6, -2385.000, -24, -13500.000, -23.561
97093, -446, -6, -2508.750, -22, -12375.000, -21.598
97193, -466, -7, -2621.250, -20, -11250.000, -19.634
97293, -484, -7, -2722.500, -18, -10125.000, -17.671
97393, -499, -7, -2806.875, -15, -8437.500, -14.726
97493, -513, -8, -2885.625, -14, -7875.000, -13.744
97593, -525, -8, -2953.125, -12, -6750.000, -11.780
97693, -536, -8, -3015.000, -11, -6187.500, -10.799
97793, -544, -8, -3060.000, -8, -4500.000, -7.853
97893, -551, -8, -3099.375, -7, -3937.500, -6.872
97993, -556, -8, -3127.500, -5, -2812.500, -4.908
98093, -560, -8, -3150.000, -4, -2250.000, -3.926
98193, -562, -8, -3161.250, -2, -1125.000, -1.963
98293, -562, -8, -3161.250, 0, 0.000, 0.000
98393, -562, -8, -3161.250, 0, 0.000, 0.000
98493, -562, -8, -3161.250, 0, 0.000, 0.000
98593, -562, -8, -3161.250, 0, 0.000, 0.000
98693, -562, -8, -3161.250, 0, 0.000, 0.000
98793, -562, -8, -3161.250, 0, 0.000, 0.000
98893, -562, -8, -3161.250, 0, 0.000, 0.000
98993, -562, -8, -3161.250, 0, 0.000, 0.000
99093, -562, -8, -3161.250, 0, 0.000, 0.000
99193, -562, -8, -3161.250, 0, 0.000, 0.000
99293, -562, -8, -3161.250, 0, 0.000, 0.000
99393, -562, -8, -3161.250, 0, 0.000, 0.000
99493, -562, -8, -3161.250, 0, 0.000, 0.000
99593, -562, -8, -3161.250, 0, 0.000, 0.000
99693, -562, -8, -3161.250, 0, 0.000, 0.000
99793, -562, -8, -3161.250, 0, 0.000, 0.000
99893, -562, -8, -3161.250, 0, 0.000, 0.000
99993, -562, -8, -3161.250, 0, 0.000, 0.000
All Tasks completed!