timestamp [ms], dc [count], rotations [count], degree [°], w[°/s], w [rad/s] 
13673, 4661, 72, 26218.125, 8, 450.000, 78.539
13683, 4669, 72, 26263.125, 8, 450.000, 78.539
13693, 4676, 73, 26302.500, 7, 393.750, 68.722
13703, 4684, 73, 26347.500, 8, 450.000, 78.539
13713, 4691, 73, 26386.875, 7, 393.750, 68.722
13723, 4699, 73, 26431.875, 8, 450.000, 78.539
13733, 4707, 73, 26476.875, 8, 450.000, 78.539
13743, 4714, 73, 26516.250, 7, 393.750, 68.722
13753, 4722, 73, 26561.250, 8, 450.000, 78.539
13763, 4730, 73, 26606.250, 8, 450.000, 78.539
13773, 4738, 74, 26651.250, 8, 450.000, 78.539
13783, 4745, 74, 26690.625, 7, 393.750, 68.722
13793, 4753, 74, 26735.625, 8, 450.000, 78.539
13803, 4761, 74, 26780.625, 8, 450.000, 78.539
13813, 4768, 74, 26820.000, 7, 393.750, 68.722
13823, 4776, 74, 26865.000, 8, 450.000, 78.539
13833, 4783, 74, 26904.375, 7, 393.750, 68.722
13843, 4791, 74, 26949.375, 8, 450.000, 78.539
13853, 4799, 74, 26994.375, 8, 450.000, 78.539
13863, 4807, 75, 27039.375, 8, 450.000, 78.539
13873, 4814, 75, 27078.750, 7, 393.750, 68.722
13883, 4822, 75, 27123.750, 8, 450.000, 78.539
13893, 4830, 75, 27168.750, 8, 450.000, 78.539
13903, 4838, 75, 27213.750, 8, 450.000, 78.539
13913, 4845, 75, 27253.125, 7, 393.750, 68.722
13923, 4853, 75, 27298.125, 8, 450.000, 78.539
13933, 4861, 75, 27343.125, 8, 450.000, 78.539
13943, 4868, 76, 27382.500, 7, 393.750, 68.722
13953, 4876, 76, 27427.500, 8, 450.000, 78.539
13963, 4884, 76, 27472.500, 8, 450.000, 78.539
13973, 4891, 76, 27511.875, 7, 393.750, 68.722
13983, 4899, 76, 27556.875, 8, 450.000, 78.539
13993, 4907, 76, 27601.875, 8, 450.000, 78.539
14003, 4914, 76, 27641.250, 7, 393.750, 68.722
14013, 4922, 76, 27686.250, 8, 450.000, 78.539
14023, 4930, 77, 27731.250, 8, 450.000, 78.539
14033, 4938, 77, 27776.250, 8, 450.000, 78.539
14043, 4946, 77, 27821.250, 8, 450.000, 78.539
14053, 4953, 77, 27860.625, 7, 393.750, 68.722
14063, 4961, 77, 27905.625, 8, 450.000, 78.539
14073, 4969, 77, 27950.625, 8, 450.000, 78.539
14083, 4977, 77, 27995.625, 8, 450.000, 78.539
14093, 4984, 77, 28035.000, 7, 393.750, 68.722
14103, 4992, 78, 28080.000, 8, 450.000, 78.539
14113, 4999, 78, 28119.375, 7, 393.750, 68.722
14123, 5007, 78, 28164.375, 8, 450.000, 78.539
14133, 5015, 78, 28209.375, 8, 450.000, 78.539
14143, 5023, 78, 28254.375, 8, 450.000, 78.539
14153, 5031, 78, 28299.375, 8, 450.000, 78.539
14163, 5038, 78, 28338.750, 7, 393.750, 68.722
14173, 5046, 78, 28383.750, 8, 450.000, 78.539
14183, 5054, 78, 28428.750, 8, 450.000, 78.539
14193, 5062, 79, 28473.750, 8, 450.000, 78.539
14203, 5069, 79, 28513.125, 7, 393.750, 68.722
14213, 5077, 79, 28558.125, 8, 450.000, 78.539
14223, 5085, 79, 28603.125, 8, 450.000, 78.539
14233, 5093, 79, 28648.125, 8, 450.000, 78.539
14243, 5100, 79, 28687.500, 7, 393.750, 68.722
14253, 5108, 79, 28732.500, 8, 450.000, 78.539
14263, 5116, 79, 28777.500, 8, 450.000, 78.539
14273, 5123, 80, 28816.875, 7, 393.750, 68.722
14283, 5131, 80, 28861.875, 8, 450.000, 78.539
14293, 5139, 80, 28906.875, 8, 450.000, 78.539
14303, 5147, 80, 28951.875, 8, 450.000, 78.539
14313, 5155, 80, 28996.875, 8, 450.000, 78.539
14323, 5162, 80, 29036.250, 7, 393.750, 68.722
14333, 5170, 80, 29081.250, 8, 450.000, 78.539
14343, 5178, 80, 29126.250, 8, 450.000, 78.539
14353, 5186, 81, 29171.250, 8, 450.000, 78.539
14363, 5193, 81, 29210.625, 7, 393.750, 68.722
14373, 5201, 81, 29255.625, 8, 450.000, 78.539
14383, 5209, 81, 29300.625, 8, 450.000, 78.539
14393, 5217, 81, 29345.625, 8, 450.000, 78.539
14403, 5225, 81, 29390.625, 8, 450.000, 78.539
14413, 5232, 81, 29430.000, 7, 393.750, 68.722
14423, 5240, 81, 29475.000, 8, 450.000, 78.539
14433, 5248, 82, 29520.000, 8, 450.000, 78.539
14443, 5255, 82, 29559.375, 7, 393.750, 68.722
14453, 5263, 82, 29604.375, 8, 450.000, 78.539
14463, 5271, 82, 29649.375, 8, 450.000, 78.539
14473, 5279, 82, 29694.375, 8, 450.000, 78.539
14483, 5287, 82, 29739.375, 8, 450.000, 78.539
14493, 5294, 82, 29778.750, 7, 393.750, 68.722
14503, 5302, 82, 29823.750, 8, 450.000, 78.539
14513, 5310, 82, 29868.750, 8, 450.000, 78.539
14523, 5318, 83, 29913.750, 8, 450.000, 78.539
14533, 5326, 83, 29958.750, 8, 450.000, 78.539
14543, 5333, 83, 29998.125, 7, 393.750, 68.722
14553, 5341, 83, 30043.125, 8, 450.000, 78.539
14563, 5349, 83, 30088.125, 8, 450.000, 78.539
14573, 5357, 83, 30133.125, 8, 450.000, 78.539
14583, 5365, 83, 30178.125, 8, 450.000, 78.539
14593, 5372, 83, 30217.500, 7, 393.750, 68.722
14603, 5380, 84, 30262.500, 8, 450.000, 78.539
14613, 5388, 84, 30307.500, 8, 450.000, 78.539
14623, 5396, 84, 30352.500, 8, 450.000, 78.539
14633, 5404, 84, 30397.500, 8, 450.000, 78.539
14643, 5411, 84, 30436.875, 7, 393.750, 68.722
14653, 5419, 84, 30481.875, 8, 450.000, 78.539
14663, 5427, 84, 30526.875, 8, 450.000, 78.539
14673, 5435, 84, 30571.875, 8, 450.000, 78.539
14683, 5443, 85, 30616.875, 8, 450.000, 78.539
14693, 5450, 85, 30656.250, 7, 393.750, 68.722
14703, 5458, 85, 30701.250, 8, 450.000, 78.539
14713, 5466, 85, 30746.250, 8, 450.000, 78.539
14723, 5474, 85, 30791.250, 8, 450.000, 78.539
14733, 5482, 85, 30836.250, 8, 450.000, 78.539
14743, 5490, 85, 30881.250, 8, 450.000, 78.539
14753, 5497, 85, 30920.625, 7, 393.750, 68.722
14763, 5505, 86, 30965.625, 8, 450.000, 78.539
14773, 5513, 86, 31010.625, 8, 450.000, 78.539
14783, 5521, 86, 31055.625, 8, 450.000, 78.539
14793, 5529, 86, 31100.625, 8, 450.000, 78.539
14803, 5537, 86, 31145.625, 8, 450.000, 78.539
14813, 5545, 86, 31190.625, 8, 450.000, 78.539
14823, 5552, 86, 31230.000, 7, 393.750, 68.722
14833, 5560, 86, 31275.000, 8, 450.000, 78.539
14843, 5568, 87, 31320.000, 8, 450.000, 78.539
14853, 5576, 87, 31365.000, 8, 450.000, 78.539
14863, 5583, 87, 31404.375, 7, 393.750, 68.722
14873, 5591, 87, 31449.375, 8, 450.000, 78.539
14883, 5599, 87, 31494.375, 8, 450.000, 78.539
14893, 5607, 87, 31539.375, 8, 450.000, 78.539
14903, 5615, 87, 31584.375, 8, 450.000, 78.539
14913, 5623, 87, 31629.375, 8, 450.000, 78.539
14923, 5630, 87, 31668.750, 7, 393.750, 68.722
14933, 5638, 88, 31713.750, 8, 450.000, 78.539
14943, 5646, 88, 31758.750, 8, 450.000, 78.539
14953, 5654, 88, 31803.750, 8, 450.000, 78.539
14963, 5662, 88, 31848.750, 8, 450.000, 78.539
14973, 5670, 88, 31893.750, 8, 450.000, 78.539
14983, 5678, 88, 31938.750, 8, 450.000, 78.539
14993, 5686, 88, 31983.750, 8, 450.000, 78.539
15003, 5693, 88, 32023.125, 7, 393.750, 68.722
15013, 5701, 89, 32068.125, 8, 450.000, 78.539
15023, 5709, 89, 32113.125, 8, 450.000, 78.539
15033, 5717, 89, 32158.125, 8, 450.000, 78.539
15043, 5725, 89, 32203.125, 8, 450.000, 78.539
15053, 5732, 89, 32242.500, 7, 393.750, 68.722
15063, 5740, 89, 32287.500, 8, 450.000, 78.539
15073, 5747, 89, 32326.875, 7, 393.750, 68.722
15083, 5755, 89, 32371.875, 8, 450.000, 78.539
15093, 5762, 90, 32411.250, 7, 393.750, 68.722
15103, 5770, 90, 32456.250, 8, 450.000, 78.539
15113, 5777, 90, 32495.625, 7, 393.750, 68.722
15123, 5785, 90, 32540.625, 8, 450.000, 78.539
15133, 5792, 90, 32580.000, 7, 393.750, 68.722
15143, 5799, 90, 32619.375, 7, 393.750, 68.722
15153, 5807, 90, 32664.375, 8, 450.000, 78.539
15163, 5814, 90, 32703.750, 7, 393.750, 68.722
15173, 5821, 90, 32743.125, 7, 393.750, 68.722
15183, 5828, 91, 32782.500, 7, 393.750, 68.722
15193, 5835, 91, 32821.875, 7, 393.750, 68.722
15203, 5842, 91, 32861.250, 7, 393.750, 68.722
15213, 5849, 91, 32900.625, 7, 393.750, 68.722
15223, 5856, 91, 32940.000, 7, 393.750, 68.722
15233, 5863, 91, 32979.375, 7, 393.750, 68.722
15243, 5870, 91, 33018.750, 7, 393.750, 68.722
15253, 5877, 91, 33058.125, 7, 393.750, 68.722
15263, 5884, 91, 33097.500, 7, 393.750, 68.722
15273, 5890, 92, 33131.250, 6, 337.500, 58.904
15283, 5897, 92, 33170.625, 7, 393.750, 68.722
15293, 5904, 92, 33210.000, 7, 393.750, 68.722
15303, 5910, 92, 33243.750, 6, 337.500, 58.904
15313, 5917, 92, 33283.125, 7, 393.750, 68.722
15323, 5924, 92, 33322.500, 7, 393.750, 68.722
15333, 5930, 92, 33356.250, 6, 337.500, 58.904
15343, 5937, 92, 33395.625, 7, 393.750, 68.722
15353, 5943, 92, 33429.375, 6, 337.500, 58.904
15363, 5950, 92, 33468.750, 7, 393.750, 68.722
15373, 5956, 93, 33502.500, 6, 337.500, 58.904
15383, 5962, 93, 33536.250, 6, 337.500, 58.904
15393, 5969, 93, 33575.625, 7, 393.750, 68.722
15403, 5975, 93, 33609.375, 6, 337.500, 58.904
15413, 5981, 93, 33643.125, 6, 337.500, 58.904
15423, 5987, 93, 33676.875, 6, 337.500, 58.904
15433, 5994, 93, 33716.250, 7, 393.750, 68.722
15443, 5999, 93, 33744.375, 5, 281.250, 49.087
15453, 6006, 93, 33783.750, 7, 393.750, 68.722
15463, 6012, 93, 33817.500, 6, 337.500, 58.904
15473, 6018, 94, 33851.250, 6, 337.500, 58.904
15483, 6024, 94, 33885.000, 6, 337.500, 58.904
15493, 6030, 94, 33918.750, 6, 337.500, 58.904
15503, 6035, 94, 33946.875, 5, 281.250, 49.087
15513, 6041, 94, 33980.625, 6, 337.500, 58.904
15523, 6047, 94, 34014.375, 6, 337.500, 58.904
15533, 6053, 94, 34048.125, 6, 337.500, 58.904
15543, 6059, 94, 34081.875, 6, 337.500, 58.904
15553, 6065, 94, 34115.625, 6, 337.500, 58.904
15563, 6070, 94, 34143.750, 5, 281.250, 49.087
15573, 6076, 94, 34177.500, 6, 337.500, 58.904
15583, 6081, 95, 34205.625, 5, 281.250, 49.087
15593, 6087, 95, 34239.375, 6, 337.500, 58.904
15603, 6093, 95, 34273.125, 6, 337.500, 58.904
15613, 6098, 95, 34301.250, 5, 281.250, 49.087
15623, 6103, 95, 34329.375, 5, 281.250, 49.087
15633, 6109, 95, 34363.125, 6, 337.500, 58.904
15643, 6114, 95, 34391.250, 5, 281.250, 49.087
15653, 6120, 95, 34425.000, 6, 337.500, 58.904
15663, 6125, 95, 34453.125, 5, 281.250, 49.087
15673, 6130, 95, 34481.250, 5, 281.250, 49.087
15683, 6135, 95, 34509.375, 5, 281.250, 49.087
15693, 6141, 95, 34543.125, 6, 337.500, 58.904
15703, 6146, 96, 34571.250, 5, 281.250, 49.087
15713, 6151, 96, 34599.375, 5, 281.250, 49.087
15723, 6156, 96, 34627.500, 5, 281.250, 49.087
15733, 6161, 96, 34655.625, 5, 281.250, 49.087
15743, 6166, 96, 34683.750, 5, 281.250, 49.087
15753, 6171, 96, 34711.875, 5, 281.250, 49.087
15763, 6177, 96, 34745.625, 6, 337.500, 58.904
15773, 6182, 96, 34773.750, 5, 281.250, 49.087
15783, 6186, 96, 34796.250, 4, 225.000, 39.269
15793, 6191, 96, 34824.375, 5, 281.250, 49.087
15803, 6196, 96, 34852.500, 5, 281.250, 49.087
15813, 6201, 96, 34880.625, 5, 281.250, 49.087
15823, 6206, 96, 34908.750, 5, 281.250, 49.087
15833, 6211, 97, 34936.875, 5, 281.250, 49.087
15843, 6215, 97, 34959.375, 4, 225.000, 39.269
15853, 6220, 97, 34987.500, 5, 281.250, 49.087
15863, 6225, 97, 35015.625, 5, 281.250, 49.087
15873, 6230, 97, 35043.750, 5, 281.250, 49.087
15883, 6234, 97, 35066.250, 4, 225.000, 39.269
15893, 6239, 97, 35094.375, 5, 281.250, 49.087
15903, 6243, 97, 35116.875, 4, 225.000, 39.269
15913, 6248, 97, 35145.000, 5, 281.250, 49.087
15923, 6252, 97, 35167.500, 4, 225.000, 39.269
15933, 6257, 97, 35195.625, 5, 281.250, 49.087
15943, 6261, 97, 35218.125, 4, 225.000, 39.269
15953, 6266, 97, 35246.250, 5, 281.250, 49.087
15963, 6270, 97, 35268.750, 4, 225.000, 39.269
15973, 6274, 98, 35291.250, 4, 225.000, 39.269
15983, 6278, 98, 35313.750, 4, 225.000, 39.269
15993, 6283, 98, 35341.875, 5, 281.250, 49.087
16003, 6287, 98, 35364.375, 4, 225.000, 39.269
16013, 6291, 98, 35386.875, 4, 225.000, 39.269
16023, 6295, 98, 35409.375, 4, 225.000, 39.269
16033, 6300, 98, 35437.500, 5, 281.250, 49.087
16043, 6304, 98, 35460.000, 4, 225.000, 39.269
16053, 6308, 98, 35482.500, 4, 225.000, 39.269
16063, 6312, 98, 35505.000, 4, 225.000, 39.269
16073, 6316, 98, 35527.500, 4, 225.000, 39.269
16083, 6320, 98, 35550.000, 4, 225.000, 39.269
16093, 6324, 98, 35572.500, 4, 225.000, 39.269
16103, 6328, 98, 35595.000, 4, 225.000, 39.269
16113, 6332, 98, 35617.500, 4, 225.000, 39.269
16123, 6336, 99, 35640.000, 4, 225.000, 39.269
16133, 6340, 99, 35662.500, 4, 225.000, 39.269
16143, 6344, 99, 35685.000, 4, 225.000, 39.269
16153, 6347, 99, 35701.875, 3, 168.750, 29.452
16163, 6351, 99, 35724.375, 4, 225.000, 39.269
16173, 6355, 99, 35746.875, 4, 225.000, 39.269
16183, 6359, 99, 35769.375, 4, 225.000, 39.269
16193, 6362, 99, 35786.250, 3, 168.750, 29.452
16203, 6366, 99, 35808.750, 4, 225.000, 39.269
16213, 6370, 99, 35831.250, 4, 225.000, 39.269
16223, 6374, 99, 35853.750, 4, 225.000, 39.269
16233, 6377, 99, 35870.625, 3, 168.750, 29.452
16243, 6381, 99, 35893.125, 4, 225.000, 39.269
16253, 6384, 99, 35910.000, 3, 168.750, 29.452
16263, 6388, 99, 35932.500, 4, 225.000, 39.269
16273, 6391, 99, 35949.375, 3, 168.750, 29.452
16283, 6395, 99, 35971.875, 4, 225.000, 39.269
16293, 6398, 99, 35988.750, 3, 168.750, 29.452
16303, 6402, 100, 36011.250, 4, 225.000, 39.269
16313, 6405, 100, 36028.125, 3, 168.750, 29.452
16323, 6408, 100, 36045.000, 3, 168.750, 29.452
16333, 6412, 100, 36067.500, 4, 225.000, 39.269
16343, 6415, 100, 36084.375, 3, 168.750, 29.452
16353, 6418, 100, 36101.250, 3, 168.750, 29.452
16363, 6422, 100, 36123.750, 4, 225.000, 39.269
16373, 6425, 100, 36140.625, 3, 168.750, 29.452
16383, 6428, 100, 36157.500, 3, 168.750, 29.452
16393, 6431, 100, 36174.375, 3, 168.750, 29.452
16403, 6434, 100, 36191.250, 3, 168.750, 29.452
16413, 6437, 100, 36208.125, 3, 168.750, 29.452
16423, 6441, 100, 36230.625, 4, 225.000, 39.269
16433, 6444, 100, 36247.500, 3, 168.750, 29.452
16443, 6447, 100, 36264.375, 3, 168.750, 29.452
16453, 6450, 100, 36281.250, 3, 168.750, 29.452
16463, 6453, 100, 36298.125, 3, 168.750, 29.452
16473, 6456, 100, 36315.000, 3, 168.750, 29.452
16483, 6458, 100, 36326.250, 2, 112.500, 19.634
16493, 6462, 100, 36348.750, 4, 225.000, 39.269
16503, 6465, 101, 36365.625, 3, 168.750, 29.452
16513, 6467, 101, 36376.875, 2, 112.500, 19.634
16523, 6470, 101, 36393.750, 3, 168.750, 29.452
16533, 6473, 101, 36410.625, 3, 168.750, 29.452
16543, 6476, 101, 36427.500, 3, 168.750, 29.452
16553, 6479, 101, 36444.375, 3, 168.750, 29.452
16563, 6481, 101, 36455.625, 2, 112.500, 19.634
16573, 6484, 101, 36472.500, 3, 168.750, 29.452
16583, 6487, 101, 36489.375, 3, 168.750, 29.452
16593, 6490, 101, 36506.250, 3, 168.750, 29.452
16603, 6492, 101, 36517.500, 2, 112.500, 19.634
16613, 6495, 101, 36534.375, 3, 168.750, 29.452
16623, 6498, 101, 36551.250, 3, 168.750, 29.452
16633, 6500, 101, 36562.500, 2, 112.500, 19.634
16643, 6503, 101, 36579.375, 3, 168.750, 29.452
16653, 6505, 101, 36590.625, 2, 112.500, 19.634
16663, 6508, 101, 36607.500, 3, 168.750, 29.452
16673, 6510, 101, 36618.750, 2, 112.500, 19.634
16683, 6513, 101, 36635.625, 3, 168.750, 29.452
16693, 6515, 101, 36646.875, 2, 112.500, 19.634
16703, 6518, 101, 36663.750, 3, 168.750, 29.452
16713, 6520, 101, 36675.000, 2, 112.500, 19.634
16723, 6522, 101, 36686.250, 2, 112.500, 19.634
16733, 6525, 101, 36703.125, 3, 168.750, 29.452
16743, 6527, 101, 36714.375, 2, 112.500, 19.634
16753, 6530, 102, 36731.250, 3, 168.750, 29.452
16763, 6532, 102, 36742.500, 2, 112.500, 19.634
16773, 6534, 102, 36753.750, 2, 112.500, 19.634
16783, 6537, 102, 36770.625, 3, 168.750, 29.452
16793, 6539, 102, 36781.875, 2, 112.500, 19.634
16803, 6541, 102, 36793.125, 2, 112.500, 19.634
16813, 6543, 102, 36804.375, 2, 112.500, 19.634
16823, 6545, 102, 36815.625, 2, 112.500, 19.634
16833, 6547, 102, 36826.875, 2, 112.500, 19.634
16843, 6550, 102, 36843.750, 3, 168.750, 29.452
16853, 6551, 102, 36849.375, 1, 56.250, 9.817
16863, 6554, 102, 36866.250, 3, 168.750, 29.452
16873, 6556, 102, 36877.500, 2, 112.500, 19.634
16883, 6558, 102, 36888.750, 2, 112.500, 19.634
16893, 6560, 102, 36900.000, 2, 112.500, 19.634
16903, 6562, 102, 36911.250, 2, 112.500, 19.634
16913, 6564, 102, 36922.500, 2, 112.500, 19.634
16923, 6566, 102, 36933.750, 2, 112.500, 19.634
16933, 6568, 102, 36945.000, 2, 112.500, 19.634
16943, 6570, 102, 36956.250, 2, 112.500, 19.634
16953, 6571, 102, 36961.875, 1, 56.250, 9.817
16963, 6574, 102, 36978.750, 3, 168.750, 29.452
16973, 6575, 102, 36984.375, 1, 56.250, 9.817
16983, 6577, 102, 36995.625, 2, 112.500, 19.634
16993, 6579, 102, 37006.875, 2, 112.500, 19.634
17003, 6581, 102, 37018.125, 2, 112.500, 19.634
17013, 6582, 102, 37023.750, 1, 56.250, 9.817
17023, 6584, 102, 37035.000, 2, 112.500, 19.634
17033, 6586, 102, 37046.250, 2, 112.500, 19.634
17043, 6588, 102, 37057.500, 2, 112.500, 19.634
17053, 6589, 102, 37063.125, 1, 56.250, 9.817
17063, 6591, 102, 37074.375, 2, 112.500, 19.634
17073, 6593, 103, 37085.625, 2, 112.500, 19.634
17083, 6594, 103, 37091.250, 1, 56.250, 9.817
17093, 6596, 103, 37102.500, 2, 112.500, 19.634
17103, 6598, 103, 37113.750, 2, 112.500, 19.634
17113, 6599, 103, 37119.375, 1, 56.250, 9.817
17123, 6601, 103, 37130.625, 2, 112.500, 19.634
17133, 6602, 103, 37136.250, 1, 56.250, 9.817
17143, 6604, 103, 37147.500, 2, 112.500, 19.634
17153, 6605, 103, 37153.125, 1, 56.250, 9.817
17163, 6607, 103, 37164.375, 2, 112.500, 19.634
17173, 6608, 103, 37170.000, 1, 56.250, 9.817
17183, 6610, 103, 37181.250, 2, 112.500, 19.634
17193, 6611, 103, 37186.875, 1, 56.250, 9.817
17203, 6613, 103, 37198.125, 2, 112.500, 19.634
17213, 6614, 103, 37203.750, 1, 56.250, 9.817
17223, 6615, 103, 37209.375, 1, 56.250, 9.817
17233, 6617, 103, 37220.625, 2, 112.500, 19.634
17243, 6618, 103, 37226.250, 1, 56.250, 9.817
17253, 6619, 103, 37231.875, 1, 56.250, 9.817
17263, 6621, 103, 37243.125, 2, 112.500, 19.634
17273, 6622, 103, 37248.750, 1, 56.250, 9.817
17283, 6623, 103, 37254.375, 1, 56.250, 9.817
17293, 6625, 103, 37265.625, 2, 112.500, 19.634
17303, 6626, 103, 37271.250, 1, 56.250, 9.817
17313, 6627, 103, 37276.875, 1, 56.250, 9.817
17323, 6628, 103, 37282.500, 1, 56.250, 9.817
17333, 6629, 103, 37288.125, 1, 56.250, 9.817
17343, 6630, 103, 37293.750, 1, 56.250, 9.817
17353, 6631, 103, 37299.375, 1, 56.250, 9.817
17363, 6633, 103, 37310.625, 2, 112.500, 19.634
17373, 6634, 103, 37316.250, 1, 56.250, 9.817
17383, 6635, 103, 37321.875, 1, 56.250, 9.817
17393, 6636, 103, 37327.500, 1, 56.250, 9.817
17403, 6637, 103, 37333.125, 1, 56.250, 9.817
17413, 6638, 103, 37338.750, 1, 56.250, 9.817
17423, 6639, 103, 37344.375, 1, 56.250, 9.817
17433, 6640, 103, 37350.000, 1, 56.250, 9.817
17443, 6641, 103, 37355.625, 1, 56.250, 9.817
17453, 6642, 103, 37361.250, 1, 56.250, 9.817
17463, 6643, 103, 37366.875, 1, 56.250, 9.817
17473, 6644, 103, 37372.500, 1, 56.250, 9.817
17483, 6645, 103, 37378.125, 1, 56.250, 9.817
17493, 6645, 103, 37378.125, 0, 0.000, 0.000
17503, 6646, 103, 37383.750, 1, 56.250, 9.817
17513, 6647, 103, 37389.375, 1, 56.250, 9.817
17523, 6648, 103, 37395.000, 1, 56.250, 9.817
17533, 6649, 103, 37400.625, 1, 56.250, 9.817
17543, 6650, 103, 37406.250, 1, 56.250, 9.817
17553, 6650, 103, 37406.250, 0, 0.000, 0.000
17563, 6651, 103, 37411.875, 1, 56.250, 9.817
17573, 6652, 103, 37417.500, 1, 56.250, 9.817
17583, 6653, 103, 37423.125, 1, 56.250, 9.817
17593, 6653, 103, 37423.125, 0, 0.000, 0.000
17603, 6654, 103, 37428.750, 1, 56.250, 9.817
17613, 6655, 103, 37434.375, 1, 56.250, 9.817
17623, 6655, 103, 37434.375, 0, 0.000, 0.000
17633, 6656, 104, 37440.000, 1, 56.250, 9.817
17643, 6657, 104, 37445.625, 1, 56.250, 9.817
17653, 6658, 104, 37451.250, 1, 56.250, 9.817
17663, 6658, 104, 37451.250, 0, 0.000, 0.000
17673, 6659, 104, 37456.875, 1, 56.250, 9.817
17683, 6659, 104, 37456.875, 0, 0.000, 0.000
17693, 6660, 104, 37462.500, 1, 56.250, 9.817
17703, 6661, 104, 37468.125, 1, 56.250, 9.817
17713, 6661, 104, 37468.125, 0, 0.000, 0.000
17723, 6662, 104, 37473.750, 1, 56.250, 9.817
17733, 6662, 104, 37473.750, 0, 0.000, 0.000
17743, 6662, 104, 37473.750, 0, 0.000, 0.000
17753, 6663, 104, 37479.375, 1, 56.250, 9.817
17763, 6663, 104, 37479.375, 0, 0.000, 0.000
17773, 6664, 104, 37485.000, 1, 56.250, 9.817
17783, 6664, 104, 37485.000, 0, 0.000, 0.000
17793, 6665, 104, 37490.625, 1, 56.250, 9.817
17803, 6665, 104, 37490.625, 0, 0.000, 0.000
17813, 6665, 104, 37490.625, 0, 0.000, 0.000
17823, 6666, 104, 37496.250, 1, 56.250, 9.817
17833, 6666, 104, 37496.250, 0, 0.000, 0.000
17843, 6666, 104, 37496.250, 0, 0.000, 0.000
17853, 6666, 104, 37496.250, 0, 0.000, 0.000
17863, 6666, 104, 37496.250, 0, 0.000, 0.000
17873, 6666, 104, 37496.250, 0, 0.000, 0.000
17883, 6667, 104, 37501.875, 1, 56.250, 9.817
17893, 6667, 104, 37501.875, 0, 0.000, 0.000
17903, 6667, 104, 37501.875, 0, 0.000, 0.000
17913, 6667, 104, 37501.875, 0, 0.000, 0.000
17923, 6667, 104, 37501.875, 0, 0.000, 0.000
17933, 6667, 104, 37501.875, 0, 0.000, 0.000
17943, 6667, 104, 37501.875, 0, 0.000, 0.000
17953, 6667, 104, 37501.875, 0, 0.000, 0.000
17963, 6667, 104, 37501.875, 0, 0.000, 0.000
17973, 6667, 104, 37501.875, 0, 0.000, 0.000
17983, 6667, 104, 37501.875, 0, 0.000, 0.000
17993, 6667, 104, 37501.875, 0, 0.000, 0.000
18003, 6667, 104, 37501.875, 0, 0.000, 0.000
18013, 6667, 104, 37501.875, 0, 0.000, 0.000
18023, 6667, 104, 37501.875, 0, 0.000, 0.000
18033, 6667, 104, 37501.875, 0, 0.000, 0.000
18043, 6667, 104, 37501.875, 0, 0.000, 0.000
18053, 6667, 104, 37501.875, 0, 0.000, 0.000
18063, 6667, 104, 37501.875, 0, 0.000, 0.000
18073, 6667, 104, 37501.875, 0, 0.000, 0.000
18083, 6667, 104, 37501.875, 0, 0.000, 0.000
18093, 6667, 104, 37501.875, 0, 0.000, 0.000
18103, 6667, 104, 37501.875, 0, 0.000, 0.000
18113, 6667, 104, 37501.875, 0, 0.000, 0.000
18123, 6667, 104, 37501.875, 0, 0.000, 0.000
18133, 6667, 104, 37501.875, 0, 0.000, 0.000
18143, 6667, 104, 37501.875, 0, 0.000, 0.000
18153, 6667, 104, 37501.875, 0, 0.000, 0.000
18163, 6667, 104, 37501.875, 0, 0.000, 0.000
18173, 6667, 104, 37501.875, 0, 0.000, 0.000
18183, 6667, 104, 37501.875, 0, 0.000, 0.000
18193, 6667, 104, 37501.875, 0, 0.000, 0.000
18203, 6667, 104, 37501.875, 0, 0.000, 0.000
18213, 6667, 104, 37501.875, 0, 0.000, 0.000
18223, 6667, 104, 37501.875, 0, 0.000, 0.000
18233, 6667, 104, 37501.875, 0, 0.000, 0.000
18243, 6667, 104, 37501.875, 0, 0.000, 0.000
18253, 6667, 104, 37501.875, 0, 0.000, 0.000
18263, 6667, 104, 37501.875, 0, 0.000, 0.000
18273, 6667, 104, 37501.875, 0, 0.000, 0.000
18283, 6667, 104, 37501.875, 0, 0.000, 0.000
18293, 6667, 104, 37501.875, 0, 0.000, 0.000
18303, 6667, 104, 37501.875, 0, 0.000, 0.000
18313, 6667, 104, 37501.875, 0, 0.000, 0.000
18323, 6667, 104, 37501.875, 0, 0.000, 0.000
18333, 6667, 104, 37501.875, 0, 0.000, 0.000
18343, 6667, 104, 37501.875, 0, 0.000, 0.000
18353, 6667, 104, 37501.875, 0, 0.000, 0.000
18363, 6667, 104, 37501.875, 0, 0.000, 0.000
18373, 6667, 104, 37501.875, 0, 0.000, 0.000
18383, 6667, 104, 37501.875, 0, 0.000, 0.000
18393, 6667, 104, 37501.875, 0, 0.000, 0.000
18403, 6667, 104, 37501.875, 0, 0.000, 0.000
18413, 6667, 104, 37501.875, 0, 0.000, 0.000
18423, 6667, 104, 37501.875, 0, 0.000, 0.000
18433, 6667, 104, 37501.875, 0, 0.000, 0.000
18443, 6667, 104, 37501.875, 0, 0.000, 0.000
18453, 6667, 104, 37501.875, 0, 0.000, 0.000
18463, 6667, 104, 37501.875, 0, 0.000, 0.000
18473, 6667, 104, 37501.875, 0, 0.000, 0.000
